client_id,visitor_id,visit_id,process_step,date_time
1143145,3474196_9191695648,254589249_83380591557_438796,confirm,2017-06-14 01:46:25
1659172,710339159_21031513766,254599286_55619787729_395716,confirm,2017-04-02 03:26:15
4668884,507697260_33347434938,254606955_87800425927_776882,confirm,2017-03-30 13:33:29
5287228,761823735_68316675007,254612798_54757618052_210541,confirm,2017-05-28 14:04:10
2214709,145846799_59569482183,254648557_2678787819_775634,confirm,2017-06-17 21:37:35
5138260,776549573_84056690915,254659630_54022302904_381819,confirm,2017-06-05 11:39:16
1355239,73160795_65289334767,254667579_24812669239_938538,confirm,2017-04-16 12:11:12
6388785,884537194_89667504999,254682932_56504449172_980050,confirm,2017-05-24 14:31:43
8173583,398248510_40059339565,254686192_18624237542_236537,confirm,2017-06-09 12:12:51
279901,756726557_78563384716,254686857_73911743519_882657,confirm,2017-05-11 10:06:46
3349890,638937892_94330246469,254697059_54868082546_475633,confirm,2017-06-10 08:15:48
4310302,946732844_63121530540,254697178_18701724326_207653,confirm,2017-04-05 11:46:10
2577604,139131629_57782348990,254705827_16741458499_933191,confirm,2017-06-01 17:33:26
7334944,293170779_50660887095,254721018_34913496469_367162,confirm,2017-04-14 15:35:45
673653,772873992_68471971673,254729690_67157414982_383726,confirm,2017-05-30 01:11:13
1421326,990049444_36024944543,254737712_19518721222_702481,confirm,2017-05-17 16:10:23
1428686,131236745_39248464404,254762827_73695212351_6310,confirm,2017-06-02 08:28:16
9558928,216437918_14077543547,25476347_68590847443_390641,confirm,2017-05-25 08:39:02
4457592,513142708_20134435425,254765910_1728629125_693395,confirm,2017-04-08 11:25:09
4001020,231528964_67445920282,254769233_38916274001_979473,confirm,2017-06-16 11:43:59
2722950,672128980_18559804307,254795031_9801052769_936008,confirm,2017-04-12 12:44:27
4112067,385038779_21422809651,254801824_63968730459_75793,confirm,2017-06-17 11:29:44
2856193,440798677_62226630772,254802458_65497830060_577552,confirm,2017-06-07 14:18:48
4737122,643543559_24380635899,254802806_70242716791_553659,confirm,2017-06-01 12:00:11
4953826,903962808_70575028206,254805785_74364080335_79744,confirm,2017-05-29 18:43:48
9917175,981891547_35680415591,254855410_28305871118_174026,confirm,2017-05-24 19:51:31
929350,768918996_64045313353,25486152_20078296170_663633,confirm,2017-03-29 19:34:48
6703361,404056696_9319619242,254864384_62021191297_892939,confirm,2017-06-04 20:16:21
5235387,732352125_325541414,254873365_43424933618_953995,confirm,2017-05-23 07:32:07
7950234,690051200_75379652644,254882704_37726530183_314407,confirm,2017-05-27 19:38:21
4659108,379910543_83312258105,25488534_72690888775_108088,confirm,2017-05-01 11:50:16
2214131,13111463_36678783869,254888355_99913109565_12725,confirm,2017-04-18 06:11:25
468355,288174306_23031093667,254906727_48320092352_905577,confirm,2017-04-10 17:29:59
3053226,365314445_91144427235,254911431_59802551017_201698,confirm,2017-05-11 09:23:09
4314735,745335704_20231428179,254937635_96938773797_733813,confirm,2017-04-20 13:27:45
4473948,79277630_44576864642,254938064_93910014600_756846,confirm,2017-04-12 14:41:30
525973,23128558_63416836960,254958237_11834845994_680664,confirm,2017-04-21 23:35:00
2978646,610564231_59862752610,254961313_94754192145_147485,confirm,2017-03-29 11:39:27
8870018,90357121_69632271428,254975813_56216254841_240106,confirm,2017-04-05 11:19:36
7509925,178506085_50605940835,254978135_82483021970_928840,confirm,2017-03-29 11:41:55
4582899,838876100_83349272446,254989070_30621782398_826104,confirm,2017-06-04 10:27:16
7901421,392016969_72452498745,254990004_77529327971_870258,confirm,2017-04-27 14:12:00
6563551,789843259_32395502895,254993012_56561763607_82766,confirm,2017-04-23 14:57:02
9004679,38110586_11315578182,255009146_24349044556_832164,confirm,2017-05-03 19:59:28
2763443,571751075_21065268429,255021563_58683312127_270158,confirm,2017-03-28 10:23:07
6739831,987253555_74928548489,255040897_31167785903_261261,confirm,2017-06-01 11:26:48
4198709,909158990_65678979445,255046482_18395331951_405681,confirm,2017-04-20 15:34:57
6694519,938543952_17249163101,255047517_89147657668_348457,confirm,2017-05-17 13:41:34
756819,132445537_42354503652,255053354_67008402616_577102,confirm,2017-04-09 13:13:24
7967415,370940781_71300972005,255086012_77407124831_407872,confirm,2017-03-29 12:03:06
2691313,923895954_81907224413,255110571_9779630576_670294,confirm,2017-04-23 15:02:17
3376992,938311012_482202804,255114993_68423873142_148791,confirm,2017-05-16 13:35:12
8333251,800364273_43401434373,255116302_3147283794_89798,confirm,2017-04-05 14:03:52
5045519,638652831_89451241791,255134613_61966374432_40248,confirm,2017-06-13 19:33:17
9059020,33163904_53178996653,2551475_84097839640_684344,confirm,2017-04-17 20:31:04
828166,428798333_9859720603,255151070_23251596234_582179,confirm,2017-04-01 16:53:39
4070645,303586327_17700956221,25515220_73638601561_978145,confirm,2017-04-05 12:56:49
7670796,69854152_25472134947,255162825_39811040574_455960,confirm,2017-03-30 11:04:05
4103750,762212239_29025595464,255168109_17995067131_198213,confirm,2017-04-24 13:34:41
2265180,317331397_94754380594,255168868_30108631148_996552,confirm,2017-06-17 20:22:05
150887,867792765_55961988504,255169301_89691868799_284873,confirm,2017-06-06 18:25:11
3529981,283763417_89008947718,255182843_18095938347_454420,confirm,2017-05-24 15:59:21
7745167,324928620_48151351145,255191768_25196585177_974896,confirm,2017-03-29 11:35:51
5922139,439414785_36215766197,255192105_56258256022_879845,confirm,2017-05-27 16:34:41
587771,908036068_94319658480,25521589_56592187237_910593,confirm,2017-06-08 19:55:34
3335487,183915370_92383599657,255223489_96888905350_802018,confirm,2017-04-05 15:16:47
6686834,108387034_51155243443,255251042_38727632566_478097,confirm,2017-05-25 20:38:12
1934575,940118940_23191607932,255263375_34549605964_829612,confirm,2017-06-19 11:06:57
6511853,753948589_54596539113,255264488_8561043023_266448,confirm,2017-04-06 11:10:34
1721239,554643955_78351788253,255269369_4366446202_178916,confirm,2017-06-04 15:26:35
8685434,187883968_62928763850,255275348_76299048831_740979,confirm,2017-04-13 00:08:42
631557,597612689_8287567938,255288766_43496579312_588298,confirm,2017-06-03 12:22:14
2729313,485643611_14286232514,255309430_83722679248_788504,confirm,2017-06-01 11:29:56
6285904,657898357_22583208894,255321686_18586127878_565164,confirm,2017-06-02 10:03:06
9858357,424255257_26332281278,255341089_79909084386_147898,confirm,2017-06-11 16:55:45
3184891,631398877_49315946842,255370520_2231086047_47302,confirm,2017-03-31 18:53:42
2954678,309289563_60390477536,255382012_3467003967_194792,confirm,2017-05-08 09:42:42
1516,182314299_63168583136,255400977_38039535960_779641,confirm,2017-04-06 22:30:18
4283146,140074448_87906575842,25541424_67934150731_616595,confirm,2017-03-30 10:47:00
489091,677375725_64170853443,255427459_7159424426_661495,confirm,2017-03-30 12:24:55
6982528,573234738_6128035619,255432540_29697653279_835724,confirm,2017-03-23 12:45:22
1986310,563634022_27679464139,255436218_24808033005_951604,confirm,2017-04-12 14:21:04
3364125,96963256_22576436764,255436795_89477909317_55702,confirm,2017-06-02 08:40:01
312698,55927727_11794634910,255439821_58392857394_231146,confirm,2017-04-19 13:29:09
2692777,91763184_18579913803,255447054_90702085932_727814,confirm,2017-05-30 10:15:00
9511247,429134724_78372472855,255448294_95332735184_70705,confirm,2017-06-01 11:09:59
4789793,309609465_36704957303,255457968_43775485656_313181,confirm,2017-05-01 22:28:27
4592404,75847864_38025885557,25546655_65100051393_599552,confirm,2017-04-12 06:57:22
7667798,112146969_71935003166,255473645_90862385352_443612,confirm,2017-05-27 00:17:37
3803958,507184857_36939199492,255481430_51660914788_68986,confirm,2017-04-05 11:46:06
4415509,996495667_81769877442,255493767_38337874141_949345,confirm,2017-06-01 20:56:54
8669961,746193925_87662896993,255511902_27496695027_480598,confirm,2017-06-01 19:29:33
9086663,678756586_58454390439,255526494_79874503748_687695,confirm,2017-06-01 17:34:42
1454014,903313297_23702879080,255537004_86719347596_237951,confirm,2017-04-21 02:12:43
6129884,686586122_30877463518,25554373_68028012950_539502,confirm,2017-06-07 16:39:45
2733841,942408389_75240458882,255554337_85771562208_627104,confirm,2017-06-04 14:01:58
9781128,625679419_6406810640,255591804_33589411665_936198,confirm,2017-04-03 08:23:52
5992442,27159993_49169842725,255595813_61377681213_700560,confirm,2017-04-05 12:15:20
7432524,350619245_57577599678,255604351_63737020624_953759,confirm,2017-04-12 13:51:08
9634692,255669274_81911576723,255606738_77586580666_705275,confirm,2017-06-19 13:46:31
6348972,391620552_12056371495,255608296_87942535821_882826,confirm,2017-04-21 16:49:55
1362157,225596559_22827212930,255614066_84248972476_356979,confirm,2017-05-28 12:22:32
7687196,704056196_91196715335,255615039_71798565832_171523,confirm,2017-04-05 16:53:58
3326284,890760470_28925540748,25562906_56008225819_140067,confirm,2017-06-03 17:46:37
7467560,356471353_55660436416,255637380_21777942118_765323,confirm,2017-06-01 19:34:35
3916755,388899757_95987230909,25565541_7706062554_484849,confirm,2017-06-14 15:17:06
3920239,116734438_55349450392,255656755_14939527979_975386,confirm,2017-04-06 15:38:12
2690203,751673568_87227469924,255668122_66329543410_250379,confirm,2017-06-07 10:50:00
8448896,756774524_43849581556,25567345_72012208110_638727,confirm,2017-05-24 20:14:15
3653612,948342093_67665220756,255684595_77810950202_436972,confirm,2017-06-01 12:04:42
851930,310326275_69351048624,25570517_61981988421_85576,confirm,2017-04-13 10:19:43
3038059,102691676_3224853830,255729873_27214163908_978927,confirm,2017-04-05 16:44:56
7563717,144260989_90436657722,255731442_10669705348_229940,confirm,2017-04-01 18:58:09
8190214,170792060_11558572304,255742109_61500081355_865362,confirm,2017-05-11 18:55:27
8477405,782879275_83559814694,255753332_35951194996_410840,confirm,2017-06-07 13:43:28
6097581,445331359_96989547735,25578392_81880332085_300459,confirm,2017-03-30 14:03:33
6632616,295240976_40064579287,255817923_94908726760_284311,confirm,2017-04-05 13:17:07
170258,672330900_96146337225,255820520_83123874107_350800,confirm,2017-05-15 16:31:09
1627490,379756970_17375267642,255823339_99929948561_383376,confirm,2017-05-30 18:00:31
506310,233528556_30514740753,25584617_47421203512_39673,confirm,2017-06-14 18:35:24
2342626,254726223_69358241805,255850955_11302006772_817445,confirm,2017-04-05 20:00:37
7668738,555107613_4315691224,255854369_81524124473_347429,confirm,2017-04-08 11:23:20
5883088,567374652_33413002409,255870637_66980134182_997266,confirm,2017-04-07 13:26:22
2474749,452927342_82052873810,25587670_60721601869_113150,confirm,2017-05-30 19:44:58
1847139,228091275_68874369109,255887421_19949732356_40907,confirm,2017-05-30 13:35:40
5795666,312776945_62799693105,25591281_75981182763_582578,confirm,2017-05-24 23:14:09
7878551,502237996_31942362736,255927062_76381637711_344962,confirm,2017-06-05 05:47:13
9798407,455595759_46061705717,255962894_43189932938_693241,confirm,2017-04-02 10:29:43
2306605,268453701_75910168813,255975889_41371440467_910620,confirm,2017-06-04 14:50:19
9431218,481442878_46302434276,255980441_18282504485_316995,confirm,2017-04-11 20:15:20
94778,3815196_38250000729,25602435_84415570757_170448,confirm,2017-04-12 20:17:41
5100742,360102970_86629979469,256026646_24093076253_97583,confirm,2017-05-31 10:05:09
2360532,848746239_78291952107,256031590_15363294767_5091,confirm,2017-06-01 09:29:24
4428616,569176312_82953609351,256053048_74620268405_359162,confirm,2017-06-09 14:23:59
1239376,460241275_73076764069,25605745_16850214491_561758,confirm,2017-03-29 17:32:30
3092379,137905635_40331717475,256074514_96509124295_470684,confirm,2017-05-25 12:06:30
9863139,388919986_80229242961,25607687_11926887656_758653,confirm,2017-06-07 12:39:30
1174056,958887930_57576900776,256096384_69996542846_294916,confirm,2017-04-18 09:35:13
4209352,280450698_65856454907,256102515_8622335042_618100,confirm,2017-05-25 13:32:31
5663102,776358320_42224475343,2561045_54004409218_426483,confirm,2017-06-20 18:12:00
781585,441494997_43702365365,256124841_3512485477_254166,confirm,2017-05-24 12:13:31
542536,179419124_55196593313,256130876_71792609565_818848,confirm,2017-04-23 23:50:56
1436711,310902609_51270784388,25619543_56163243079_110620,confirm,2017-04-03 09:17:13
2896887,984499166_93414011898,256196824_62250795498_304640,confirm,2017-04-18 08:59:47
9660142,868023524_55095587006,256206407_88704918091_250722,confirm,2017-04-12 13:03:38
1327847,182259096_93770671018,256212543_94606116204_227217,confirm,2017-05-14 17:14:36
2819111,345193395_2042784889,256241122_88833650990_736007,confirm,2017-06-07 16:40:42
7248407,430038124_35381304806,256248758_39629428725_346632,confirm,2017-03-30 00:23:44
5975051,301898284_63353852608,256249285_45740666431_542337,confirm,2017-04-07 12:59:24
5592834,342608339_86701816069,256253646_89011109049_384570,confirm,2017-04-12 16:00:48
5784824,239563313_37487082657,256258833_4031189703_48729,confirm,2017-04-05 14:08:21
9826970,818225367_83885428384,256268837_6773245989_486483,confirm,2017-03-15 13:46:47
1423002,632952111_273993326,256270304_29194578647_619698,confirm,2017-04-19 00:02:31
398973,846786875_13439771410,256273311_56131640502_513805,confirm,2017-05-06 11:51:29
8441694,945331012_13655723969,256273557_26565245888_858751,confirm,2017-05-22 17:37:30
2436435,807365189_41231560936,256280684_30636710542_607443,confirm,2017-06-06 18:37:52
2738424,282611040_19437223298,256281408_99378964057_76922,confirm,2017-06-01 23:48:14
1541824,125221987_33318343591,256283912_3137583803_336453,confirm,2017-03-30 21:01:38
4943935,723233027_38696796746,25628602_24621814455_666437,confirm,2017-06-18 02:28:59
4590197,728564004_30880974045,256289517_10765205876_172545,confirm,2017-04-06 20:14:19
598498,999986924_89514756905,256290120_66095506768_849751,confirm,2017-05-03 08:43:32
1860124,709014450_81127333641,256309211_2516836557_198189,confirm,2017-04-13 15:06:31
8269375,412299642_72086598697,256333673_30189330456_527698,confirm,2017-04-15 18:02:27
763991,369211951_47946040154,256340665_33144402837_356946,confirm,2017-06-01 18:39:18
1645585,73727029_49958765633,256346426_95215488100_60391,confirm,2017-05-24 12:10:07
4410893,932450465_28468589874,256347124_42185495589_257831,confirm,2017-05-30 13:34:20
8882819,726804297_78041971115,256347395_49288260676_252852,confirm,2017-03-22 16:13:28
4127054,792761077_57195702404,256349701_10131225003_727658,confirm,2017-05-29 12:30:47
8243862,223654773_57473567615,256354860_35006635522_539311,confirm,2017-04-06 10:04:26
5587993,350908585_88387522713,256380262_99554891022_929833,confirm,2017-06-14 13:08:44
9200786,397816658_65643618629,256381757_82867107959_222918,confirm,2017-06-09 01:18:13
6222975,600185256_46660674329,256395859_57388769392_620899,confirm,2017-05-25 02:14:23
1516891,761474816_89819909859,256405228_7923925041_193146,confirm,2017-05-08 14:55:46
20564,590842135_88427743978,256412057_32253956683_488364,confirm,2017-04-11 20:13:09
9003297,506175024_9714294103,256413737_79114383052_393222,confirm,2017-05-14 11:38:39
7054514,893638778_47211770441,256426348_88537340992_797949,confirm,2017-04-09 21:05:37
249853,535069964_78734660047,25644120_96742371866_781015,confirm,2017-05-24 12:30:36
8558034,48708751_44453832181,256442019_70596948368_162820,confirm,2017-05-24 15:24:43
6104629,810609135_47668302806,256442850_32742556536_708126,confirm,2017-06-07 10:35:08
4902697,779793463_37187763681,256450268_85003782854_68038,confirm,2017-05-30 20:32:28
9537632,458008939_69010726333,256462640_44776050987_316879,confirm,2017-06-08 20:12:39
7009684,516842523_66667519213,256465301_79764102128_63292,confirm,2017-06-07 14:06:09
2911975,737710614_45595106000,256469489_49992984507_670359,confirm,2017-03-29 17:48:19
9345168,126411422_46354835910,256470359_95675379268_616547,confirm,2017-06-18 08:57:00
7058363,369974742_59872083378,256473694_13124887446_195811,confirm,2017-05-31 21:15:01
5150560,410188711_11655535381,256493530_17573467881_861776,confirm,2017-06-14 11:57:12
2650327,378217213_87043811083,2564973_77401194418_917445,confirm,2017-05-22 19:18:07
8116010,901012661_16448979124,256501606_26429243107_625798,confirm,2017-03-29 12:38:28
7764816,668196916_78272242556,25652045_73709596831_922768,confirm,2017-05-24 18:30:44
7361218,616233685_85095905381,25653089_81219974606_721671,confirm,2017-06-03 10:47:30
3999769,653636620_70972979482,256537384_40139803947_98114,confirm,2017-06-07 16:14:50
1705876,448532804_17598491396,256540815_55978512405_790329,confirm,2017-04-12 19:07:36
5680002,978638222_35728836495,256544553_33049051970_743102,confirm,2017-04-14 11:57:51
3087800,272942244_38480695148,256563409_45109286272_291888,confirm,2017-04-04 13:11:07
6564237,352835438_16216007748,256565272_3837573742_144067,confirm,2017-05-17 09:51:11
5371469,568505536_26603761704,256586290_92180702285_548905,confirm,2017-03-29 11:19:36
7963646,362805221_85652283720,256606759_14688420678_39778,confirm,2017-05-24 12:53:48
1421689,953790089_14126486490,256609691_73213028248_705582,confirm,2017-04-05 17:01:26
1050848,231345908_42716629117,256621733_93064802527_346696,confirm,2017-06-04 19:01:22
7615370,537965435_69912552744,256639142_13739297324_235292,confirm,2017-06-01 12:12:59
1241970,914484005_7372930174,256639171_4235843114_513723,confirm,2017-03-29 07:02:16
5948866,540201731_29890364648,256660068_26528298560_984642,confirm,2017-04-25 09:12:02
75413,14531560_19562843113,256664051_21553791478_335259,confirm,2017-06-17 13:18:32
3410045,297651822_3292832101,256705663_57834658928_623126,confirm,2017-06-07 11:15:34
5826265,750486956_88381969886,256708027_96132676814_123848,confirm,2017-05-25 17:51:03
6280927,808267810_65325115223,256726031_48727697139_57672,confirm,2017-06-09 12:32:49
6644996,935137321_59962223988,256735450_44063190162_421586,confirm,2017-06-14 11:57:22
4361598,353190626_59247823444,256778355_54200555684_38383,confirm,2017-05-18 13:04:08
3155867,207919121_32485738416,256790894_31370321221_201799,confirm,2017-06-04 14:58:08
2029999,705452411_39900368967,256795566_92882477228_467239,confirm,2017-04-13 17:14:51
6445310,625294370_60914981388,256796641_9465763035_831453,confirm,2017-04-27 13:33:56
7737702,120543881_12525015071,256810064_44829081130_189751,confirm,2017-05-14 11:36:31
6923519,5115458_8619715516,256816018_11058298204_589679,confirm,2017-03-29 11:36:47
5385071,60576293_58943334744,25682098_91596197741_913559,confirm,2017-06-07 14:35:22
7693287,933722090_53206104655,256822176_2674686595_646151,confirm,2017-04-10 12:17:21
8844411,145505380_3722229558,25682650_22732190284_5383,confirm,2017-05-24 12:26:38
3736142,158166274_3568713784,256837344_61903028654_934169,confirm,2017-04-03 06:37:11
529554,900654680_85351634196,256854463_91802810891_236751,confirm,2017-05-21 08:27:30
155049,386055955_63129440500,256855683_79508380549_77800,confirm,2017-06-03 15:45:16
3436512,102416923_37537507824,256859842_31933837824_835834,confirm,2017-05-17 23:07:01
8172285,882041133_21058984391,25686820_57534243800_693206,confirm,2017-04-01 22:48:24
9786865,473896975_84235132521,256868624_16690566323_688957,confirm,2017-04-05 13:36:01
7032049,450860258_99515263113,256869116_28511587197_470611,confirm,2017-06-07 19:10:11
2353655,302561624_48204412668,256877158_12171277362_459237,confirm,2017-03-28 18:56:22
4158625,700430462_41702493377,256879938_12634571056_61037,confirm,2017-04-04 11:43:56
48448,344701472_79825157652,256890078_70891378201_716132,confirm,2017-04-03 21:02:07
6986759,454562111_96798510365,256892400_20180325049_654866,confirm,2017-04-12 15:34:16
5675123,1012887_81440005957,256899157_89127550770_837909,confirm,2017-04-25 16:56:29
1352650,92016690_75823189373,256899472_86903004755_513976,confirm,2017-06-05 07:54:50
4389776,654662542_28375847264,256919858_80329354409_784476,confirm,2017-06-05 17:51:31
4247788,224946470_68092546920,256924717_10934278457_172344,confirm,2017-04-18 13:36:27
5939700,689153419_39188381336,256928455_70877239289_619169,confirm,2017-04-17 13:49:40
7078797,613192535_79227931871,256933934_44652568371_502640,confirm,2017-03-29 15:21:47
8976019,281483865_89524437979,256936060_3051607209_389755,confirm,2017-06-01 17:06:40
8526905,142513482_15368362948,256948838_96624509563_888647,confirm,2017-05-21 12:14:18
1371355,325528708_79542246831,256957122_65891005556_571474,confirm,2017-05-28 07:09:27
337878,321897527_17240298820,256978630_44776942910_476637,confirm,2017-04-07 09:10:47
6826174,226222258_50991138858,256978946_25710615881_600912,confirm,2017-06-19 01:16:25
7764419,558308585_41577512445,256995425_31020344999_802577,confirm,2017-06-20 08:54:54
9429318,657110639_26594549854,257006516_52701548832_985489,confirm,2017-05-21 21:54:23
904374,645677936_26501994109,257007762_67129593554_411016,confirm,2017-04-06 14:37:08
7898751,389718065_59253104368,257008331_8750339719_707835,confirm,2017-04-06 18:57:39
9155898,872303662_50621637372,257035152_55478120112_791169,confirm,2017-03-29 11:21:55
6480526,169085108_70823469278,257043056_18395146345_158719,confirm,2017-05-29 13:06:33
415543,428610106_7415552350,257043350_29269761267_117115,confirm,2017-06-04 13:14:02
3032988,87530647_40523178060,25708085_14142162019_173187,confirm,2017-04-01 15:31:42
6832593,684930319_50446345080,257115093_61990308493_313639,confirm,2017-04-16 10:09:18
966341,883659749_65058634724,257118493_34691316635_124530,confirm,2017-05-25 13:25:16
248531,866680535_89176688023,257128236_87394484983_397617,confirm,2017-03-29 20:57:53
7383591,325347759_36239557975,257137371_55553755837_810155,confirm,2017-05-11 11:03:53
7767796,359997357_74320461398,257155546_75179824524_915978,confirm,2017-04-24 17:16:32
612844,698925974_39284132402,257156956_92066652885_164991,confirm,2017-03-30 01:57:41
1190476,302013804_87923265807,257167952_780920867_877908,confirm,2017-05-26 20:07:06
2291589,102632220_84934582692,257171801_30147463440_721552,confirm,2017-06-16 15:07:47
1864399,960193431_33925207612,257175158_5074057236_1909,confirm,2017-06-19 16:15:26
9155964,830167435_8338144044,257200769_17688230926_122024,confirm,2017-06-07 12:23:18
4395855,427707380_57254061506,257203799_65865434189_175753,confirm,2017-06-18 08:27:38
187498,427707380_57254061506,257203799_65865434189_175753,confirm,2017-06-18 08:23:10
6598735,197963736_72154191418,257210785_37800934402_101087,confirm,2017-06-03 17:13:19
678748,993095213_88254616162,257217664_19050199038_624586,confirm,2017-06-02 10:11:22
5098149,398526835_42751726890,257219133_16315159659_381494,confirm,2017-05-29 18:18:02
5115258,660205887_25443684184,257222240_57220525849_736293,confirm,2017-04-12 12:04:56
6623368,251233150_89871279305,257231059_91146862353_858173,confirm,2017-06-02 13:15:10
962565,762054321_84846149775,257258467_34849987516_692788,confirm,2017-04-18 20:28:05
6053944,678625988_51501488528,257270500_78280446038_961209,confirm,2017-06-02 14:19:32
9151785,220449292_71762046561,257277372_16944547863_926834,confirm,2017-05-28 01:50:29
7497388,917273157_75243201026,257278835_68073127518_109168,confirm,2017-06-02 06:34:13
6720615,168800891_11575165996,257282525_22307808414_918621,confirm,2017-05-22 11:23:10
5678599,358523996_13352523329,257285895_96273567900_993348,confirm,2017-06-08 00:09:46
3826199,901641955_87171472779,257298067_66477598178_744849,confirm,2017-03-22 15:13:50
8174731,346631973_63942849954,257299241_34159292846_798320,confirm,2017-06-06 11:05:47
4428495,446183749_25542293056,257300144_45756077286_765821,confirm,2017-06-07 12:11:05
275638,713633417_23914540106,257319145_13628068172_78505,confirm,2017-05-24 15:08:44
3280860,818814620_91392743104,25732413_38884228878_609925,confirm,2017-04-13 11:43:59
1288505,197349366_17440777919,257330721_58052966089_752608,confirm,2017-06-04 09:46:43
95744,165504111_36818255201,257338311_89405561000_681311,confirm,2017-06-07 15:42:25
455589,818014340_1261971556,257339453_57633669083_947156,confirm,2017-05-08 09:38:56
7795434,97809029_56559095026,257368678_44218046791_400674,confirm,2017-04-02 11:38:29
931883,313976270_43615497172,25737147_18229496207_308317,confirm,2017-06-08 10:35:42
6078467,847943728_25440082759,257394393_99030841423_947241,confirm,2017-05-03 10:38:50
9707609,794931679_95904000422,257408853_93822531533_755193,confirm,2017-06-01 16:20:17
6708756,733712500_75521141925,257413674_8961261211_334790,confirm,2017-04-20 19:39:35
5997984,442778088_89979927352,257418644_62317407841_657518,confirm,2017-05-30 20:55:20
2971333,690610318_25410277382,25743196_25714577958_408946,confirm,2017-04-16 16:49:34
3937594,723629288_62101064158,25743345_56784683642_927167,confirm,2017-04-14 14:19:35
4326478,636630799_90096175023,257437389_85455736496_158782,confirm,2017-04-13 20:09:59
2222722,204044564_13832971291,257460797_79591564324_868023,confirm,2017-06-12 15:11:44
9012525,616209325_50600672681,257461383_60304335932_78668,confirm,2017-03-30 16:09:36
534481,136005612_62110801082,257464974_48313758026_524696,confirm,2017-04-03 21:52:01
8389603,964135723_95470195469,257470276_22500268041_473055,confirm,2017-05-28 00:51:55
7778612,366262739_43511398903,257485691_50007671866_504163,confirm,2017-05-10 22:32:41
7080930,373862726_47940485132,257486382_56073529313_704380,confirm,2017-06-07 14:24:15
7203736,479235776_42706378331,257491988_60152372269_177507,confirm,2017-04-07 15:14:18
4776108,900576704_5727063617,257494696_42035735501_881960,confirm,2017-06-03 10:54:17
3534649,954653729_49958426868,25749695_65670847255_67040,confirm,2017-06-01 11:48:35
6093592,674166472_64141113892,25749971_70372168075_42868,confirm,2017-04-16 13:26:53
1768869,749991481_45603898161,257508441_78964205751_74272,confirm,2017-05-24 14:22:32
5452176,771803218_55340213752,257509995_16666530493_57086,confirm,2017-05-24 12:25:19
4528917,804119660_62128563251,257524389_82077780408_689946,confirm,2017-04-05 19:23:24
6773877,630956124_74471021898,257524424_83885460801_519059,confirm,2017-05-14 14:38:02
9849710,252572706_38777340864,257529470_6305676113_903675,confirm,2017-05-01 08:28:13
3383671,685493801_3952642175,257531397_97079817688_131267,confirm,2017-06-08 23:05:23
822524,610404804_67107641014,257534216_13854291075_744757,confirm,2017-06-04 09:18:58
6030764,447132734_17836641000,257564987_69581680964_313214,confirm,2017-05-17 13:52:50
2799643,82441442_52587876355,257576437_91188628411_547919,confirm,2017-06-01 21:44:46
4437418,510969642_62915496089,257582996_74954448129_697256,confirm,2017-03-29 11:15:06
7384501,368654709_31773694876,257592557_77615649319_91663,confirm,2017-06-02 15:49:00
2469563,404213187_20578822196,257595698_50718038644_416754,confirm,2017-04-12 17:59:00
8644236,977487701_95122273751,257611876_40676974622_184059,confirm,2017-04-13 10:03:35
4106464,283197513_9070962343,257617912_95446427779_639866,confirm,2017-06-08 09:12:19
9304371,283197513_9070962343,257617912_95446427779_639866,confirm,2017-06-08 09:10:47
4303434,425725317_86812048616,257636705_74927806835_164712,confirm,2017-05-05 07:56:30
6780846,411336340_19133175271,257636931_56306832571_772498,confirm,2017-04-11 23:44:49
6727553,573372069_88800828399,25763714_48027471353_49183,confirm,2017-05-29 15:37:09
5968480,991691759_74736241191,257645165_53026581203_756412,confirm,2017-04-04 19:29:50
3842917,388996374_65455353034,257665663_15505089270_336036,confirm,2017-05-24 15:54:23
1824705,940604934_83965978133,257698885_4339176245_237656,confirm,2017-06-16 18:50:41
333527,767615098_23195572308,257713385_45578375469_275021,confirm,2017-06-10 13:06:30
4179100,41399520_99171437478,257725218_94096842553_890138,confirm,2017-03-29 18:00:28
9458112,845602962_54703577757,257761666_21415913034_958731,confirm,2017-04-01 12:09:23
4276245,740427367_5323656924,257789293_63997231238_879741,confirm,2017-04-09 17:41:08
2285928,609480184_42854661505,257823851_48128592068_70502,confirm,2017-06-01 16:09:57
1190848,828033484_3508981126,257827667_44214264277_341017,confirm,2017-06-14 17:42:58
9773625,88447581_33559217219,257830034_7583442029_358568,confirm,2017-04-11 08:55:29
5972615,857880648_4568399032,257830675_5857504837_926905,confirm,2017-03-29 22:21:58
367801,690106633_91293087174,257836831_16293576015_337959,confirm,2017-04-06 11:30:01
540589,7017137_29456800526,257853628_99362371789_383785,confirm,2017-04-03 15:35:24
6693292,721552860_67115692688,257861401_23167114569_33727,confirm,2017-06-05 08:39:42
108419,302323057_460725211,257867077_44254240231_410826,confirm,2017-04-22 21:01:22
1317207,536606288_83902471328,257902254_72709361311_707963,confirm,2017-06-03 17:33:38
7092323,424202114_5437397526,2579044_2049652601_74958,confirm,2017-05-24 17:48:12
9481495,137515771_99448350919,257909998_66114180729_103826,confirm,2017-05-30 16:20:16
4337483,589170079_38821099872,257921715_16676720479_185090,confirm,2017-06-07 18:54:23
4213023,19530544_96349338917,25793255_22208644583_147424,confirm,2017-06-14 09:22:47
